# Generated with nusigma (trunk @ rev 56)                
# PDF used: CTEQ6-DIS (set 2)                       
# Qmin = 0.300000E+00
   1.00000000000000       8.089563287129008E-040
   1.58489319246111       8.597305598676006E-040
   2.51188643150958       8.929846477229184E-040
   3.98107170553497       1.246064063396666E-039
   6.30957344480193       1.821711597170967E-039
   10.0000000000000       2.711193318320038E-039
   15.8489319246111       4.078254084671677E-039
   25.1188643150958       6.175265029708110E-039
   39.8107170553497       9.397821819545276E-039
   63.0957344480193       1.435659760036489E-038
   100.000000000000       2.199245654753494E-038
   158.489319246111       3.382836874445133E-038
   251.188643150958       5.207785096646421E-038
   398.107170553497       8.080888137027815E-038
   630.957344480193       1.258563591945516E-037
   1000.00000000000       1.949130534675465E-037
   1584.89319246111       2.996207108448354E-037
   2511.88643150958       4.560965624162609E-037
   3981.07170553497       6.845152820006466E-037
   6309.57344480193       1.011174258538516E-036
   10000.0000000000       1.463931790773788E-036
   15848.9319246111       2.074324591015357E-036
   25118.8643150958       2.876571452512626E-036
   39810.7170553497       3.894708247124617E-036
   63095.7344480193       5.165529642244852E-036
   100000.000000000       6.718154196998195E-036
   158489.319246111       8.611916674037655E-036
   251188.643150958       1.089085583263611E-035
   398107.170553497       1.360458747777233E-035
   630957.344480193       1.686009484103421E-035
   1000000.00000000       2.072420973385624E-035
   1584893.19246111       2.527695429640741E-035
   2511886.43150958       3.067705413600615E-035
   3981071.70553497       3.700932556206626E-035
   6309573.44480193       4.434834101263710E-035
   10000000.0000000       5.293090546221455E-035
   15848931.9246111       6.291862062410266E-035
   25118864.3150958       7.446092070755234E-035
   39810717.0553497       8.773879036567397E-035
   63095734.4480193       1.031335489300971E-034
   100000000.000000       1.208744491014621E-034
   158489319.246111       1.411885211700478E-034
   251188643.150958       1.647840119124152E-034
   398107170.553497       1.923836531548510E-034
   630957344.480194       2.241096773721307E-034
   1000000000.00000       2.605358468296632E-034
   1584893192.46111       3.019982086659028E-034
   2511886431.50958       3.494542583440634E-034
   3981071705.53497       4.037024285722252E-034
   6309573444.80194       4.651945298754486E-034
   10000000000.0000       5.349253170470275E-034
   15848931924.6111       6.157989123998602E-034
   25118864315.0958       7.094277916934591E-034
   39810717055.3497       8.173600124280570E-034
   63095734448.0194       9.410811918192906E-034
   100000000000.000       1.082015542617618E-033
   158489319246.111       1.241194739212223E-033
   251188643150.958       1.419275002856094E-033
   398107170553.497       1.616092073530671E-033
   630957344480.194       1.830454729360829E-033
   1000000000000.00       2.059922336878673E-033
