0.100000E+01 0.419432E+01 0.568699E+01 0.779639E+01 0.221248E+02 0.197303E+01 0.204544E+01 0.614966E+01 0.648804E+01
0.158489E+01 0.542986E+01 0.636071E+01 0.537447E+01 0.167363E+02 0.311136E+01 0.323785E+01 0.460929E+01 0.469580E+01
0.251189E+01 0.566611E+01 0.640813E+01 0.424616E+01 0.127838E+02 0.362974E+01 0.379758E+01 0.376835E+01 0.382492E+01
0.398107E+01 0.514561E+01 0.593745E+01 0.333921E+01 0.906026E+01 0.361085E+01 0.382121E+01 0.290044E+01 0.300247E+01
0.630957E+01 0.437048E+01 0.520644E+01 0.263524E+01 0.609751E+01 0.334619E+01 0.358455E+01 0.217239E+01 0.233455E+01
0.100000E+02 0.358763E+01 0.434909E+01 0.213416E+01 0.398750E+01 0.298480E+01 0.322890E+01 0.164787E+01 0.186776E+01
0.158489E+02 0.279933E+01 0.337767E+01 0.171878E+01 0.244924E+01 0.253491E+01 0.276595E+01 0.123473E+01 0.150507E+01
0.251189E+02 0.198386E+01 0.229013E+01 0.131539E+01 0.128478E+01 0.197419E+01 0.217878E+01 0.841157E+00 0.115515E+01
0.398107E+02 0.110687E+01 0.108201E+01 0.866028E+00 0.342061E+00 0.127903E+01 0.144895E+01 0.396242E+00 0.748336E+00
0.630957E+02 0.154641E+00 -.229043E+00 0.333774E+00 -.482242E+00 0.453480E+00 0.586180E+00 -.131512E+00 0.251640E+00
0.100000E+03 -.858027E+00 -.160424E+01 -.288740E+00 -.124030E+01 -.472249E+00 -.376803E+00 -.740132E+00 -.333233E+00
0.158489E+03 -.189450E+01 -.298797E+01 -.982799E+00 -.194517E+01 -.145204E+01 -.139095E+01 -.140288E+01 -.980342E+00
0.251189E+03 -.289674E+01 -.430302E+01 -.170504E+01 -.257937E+01 -.242247E+01 -.239382E+01 -.207369E+01 -.164451E+01
0.398107E+03 -.378096E+01 -.544371E+01 -.239085E+01 -.309619E+01 -.330072E+01 -.328806E+01 -.269040E+01 -.226580E+01
0.630957E+03 -.443044E+01 -.626396E+01 -.294869E+01 -.342331E+01 -.397417E+01 -.396697E+01 -.317505E+01 -.276579E+01
0.100000E+04 -.468264E+01 -.656231E+01 -.325060E+01 -.345254E+01 -.429086E+01 -.426680E+01 -.341535E+01 -.303816E+01
0.158489E+04 -.431965E+01 -.606807E+01 -.312479E+01 -.303581E+01 -.404312E+01 -.396873E+01 -.326564E+01 -.294011E+01
0.251189E+04 -.305560E+01 -.442474E+01 -.234232E+01 -.197469E+01 -.295438E+01 -.278121E+01 -.252929E+01 -.227987E+01
0.398107E+04 -.528040E+00 -.117962E+01 -.604765E+00 -.602436E-02 -.665415E+00 -.325042E+00 -.949781E+00 -.804254E+00
0.630957E+04 0.370548E+01 0.422286E+01 0.246750E+01 0.320909E+01 0.327165E+01 0.387336E+01 0.180144E+01 0.181357E+01
0.100000E+05 0.101689E+02 0.124468E+02 0.734650E+01 0.809888E+01 0.939598E+01 0.103849E+02 0.613048E+01 0.598263E+01
